identifier 3,identifier,identifier 2,project_title,project_abstract,project_url,digital_origin,form,object_in_context,public_note,physicalDescription_note,physicalDescription_note 2,subject_geographic 1,subject_geographic 2,subject_geographic 3,subject_geographic 4,subject_geographic 5,item_type,language,title_initial_article,title,rights,collection,collection_identifier,repository,name,record_source,file_thumbnail_URL,date_text,date_single_start,date_range_end,date_qualifier,public_note 2,subject_topical 1,subject_topical 2,subject_topical 3,subject_topical 4,subject_topical 5,subject_name 1,subject_name 2
0012_000603_000298_0001,derris_666,derris:666,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A666,Transcribed from slide mount: Fighting Creek Gap,Film type: Kodachrome Transparency,Camera setting: 8-11@25 ∞ on 11,"Fighting Creek Gap (Tenn.) | Coordinates: 35.67176, -83.58072",,,,,still image,zxx,,Fighting Creek Gap,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A666/datastream/TN/view/Fighting%20Creek%20Gap.jpg,1954-10-30,1954-10-30,,,,,,,,,,
0012_000603_000427_0001,derris_795,derris:795,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A795,Transcribed from slide mount: Louisa Walker,Film type: Kodachrome Transparency,Camera setting: 7@50 at 4ft.,Walker Sisters Cabin,,,,,still image,zxx,,Louisa Walker at the Walker Sisters Cabin,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A795/datastream/TN/view/Louisa%20Walker%20at%20the%20Walker%20Sisters%20Cabin.jpg,1959-10-20,1959-10-20,,,,,,,,,"Walker, Louisa",
0012_000603_000429_0001,derris_797,derris:797,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A797,Transcribed from slide mount: Louisa Walker at Spring; Beebe as with us.,Film type: Kodachrome Transparency,Camera setting: 45@25 at Spg. 10 ft.,Walker Sisters Cabin,,,,,still image,zxx,,"Louisa Walker at the Spring, Walker Sisters Cabin","May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A797/datastream/TN/view/Louisa%20Walker%20at%20the%20Spring%2C%20Walker%20Sisters%20Cabin.jpg,1954-10-22,1954-10-22,,,,,,,,,"Walker, Louisa",
0012_000603_000491_0001,derris_859,derris:859,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A859,Transcribed from slide mount: white trillum[sp.]; Cades Cove Rd.,Film type: Kodachrome Transparency,"Camera setting: 56@25 at 3.5ft. 13.5""; Port Lenses",Laurel Creek Road,,,,,still image,zxx,,White Trillium on Cades Cove Road,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A859/datastream/TN/view/White%20Trillium%20on%20Cades%20Cove%20Road.jpg,1955-04-17,1955-04-17,,,,White Erect Trillium,White Wakerobin,,,,,
0012_000603_000211_0001,derris_579,derris:579,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A579,,Film type: Kodachrome Transparency,,,,,,,still image,zxx,,Bear,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A579/datastream/TN/view/Bear.jpg,1968-10,1968-10,,,,Bears | http://id.loc.gov/authorities/subjects/sh85012691,,,,,,
0012_000603_000293_0001,derris_661,derris:661,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A661,Transcribed from slide mount: Fighting Creek Gap,Film type: Kodachrome Transparency,Camera setting: 11@25 ∞ on 11,"Fighting Creek Gap (Tenn.) | Coordinates: 35.67176, -83.58072","Little River Road (Tenn.) | 35.66924, -83.58838",,,,still image,zxx,,Little River Road to Fighting Creek Gap,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A661/datastream/TN/view/Little%20River%20Road%20to%20Fighting%20Creek%20Gap.jpg,1954-10-27,1954-10-27,,,,,,,,,,
0012_000603_000275_0001,derris_643,derris:643,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A643,,Film type: Kodachrome Transparency,,"Chimney Tops (Tenn.) | Coordinates: 35.62999, -83.47803",,,,,still image,zxx,,Chimney Tops Sign in Autumn,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A643/datastream/TN/view/Chimney%20Tops%20Sign%20in%20Autumn.jpg,1958-10-24,1958-10-24,,,,,,,,,,
0012_000603_000258_0001,derris_626,derris:626,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A626,Transcribed from slide mount: Cades Cove camp area,Film type: Kodachrome Transparency,,"Cades Cove Loop Road (Tenn.) | Coordinates: 35.59481, -83.79014",,,,,still image,zxx,,Cades Cove Camp Area,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A626/datastream/TN/view/Cades%20Cove%20Camp%20Area.jpg,,,,,,,,,,,,
0012_000603_000508_0001,derris_876,derris:876,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A876,Transcribed from slide mount: Lady Slipper close up photo,Film type: Kodachrome Transparency,,,,,,,still image,zxx,,Pink Lady's-slipper,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A876/datastream/TN/view/Pink%20Lady%27s-slipper.jpg,1956-04-28,1956-04-28,,,,Pink Lady's-slipper,Pink Moccasin Flower,,,,,
0012_000603_000345_0001,derris_713,derris:713,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A713,Transcribed from slide mount: La Conte [sp.] from Maloney Point,Film type: Kodachrome Transparency,Camera setting: 8-11@25 on ∞,"LeConte, Mount (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh86006260 | Coordinates: 35.65426, -83.43683","Maloney Point | Coordinates: 35.67454, -83.57405",,,,still image,zxx,,Mount Le Conte from Maloney Point,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A713/datastream/TN/view/Mount%20Le%20Conte%20from%20Maloney%20Point.jpg,1954-07-10,1954-07-10,,,,,,,,,,
0012_000603_000340_0001,derris_708,derris:708,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A708,Transcribed from slide mount: Derris House,Film type: Kodachrome Transparency,,Little River (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh91003381,,,,,still image,zxx,,Little River near Derris House,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A708/datastream/TN/view/Little%20River%20near%20Derris%20House.jpg,1964-10,1964-10,,,,,,,,,,
0012_000603_000416_0001,derris_784,derris:784,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A784,Transcribed from slide mount: Looking north 10-AM; from Spence field,Film type: Kodachrome Transparency,Camera setting: 11-16@25 on ∞; on tripod,Spence Field,,,,,still image,zxx,,Looking North from Spence Field,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A784/datastream/TN/view/Looking%20North%20from%20Spence%20Field.jpg,1954-10-01,1954-10-01,,,,,,,,,,
0012_000603_000233_0001,derris_601,derris:601,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A601,Transcribed from slide mount: Cades Cove,Film type: Kodachrome Transparency,,"Cades Cove (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85018626 | Coordinates: 35.60591, -83.78128",,,,,still image,zxx,,Cades Cove,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A601/datastream/TN/view/Cades%20Cove.jpg,1960-11-05,1960-11-05,,,,,,,,,,
0012_000603_000213_0001,derris_581,derris:581,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A581,Transcribed from slide mount: Sun just comin [sp.] over Mt LaConte [sp.]; Bull Head [sp.] Mt. abt 9:30AM,Film type: Kodachrome Transparency,Camera setting: 7@50 ∞ on 7,Bullhead Mountain,"Sugarlands (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh91003526 | Coordinates: 35.66704, -83.51878",,,,still image,zxx,,Sugarlands,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A581/datastream/TN/view/Sugarlands.jpg,1954-10-31,1954-10-31,,,,,,,,,,
0012_000603_000379_0001,derris_747,derris:747,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A747,Transcribed from slide mount: Rich Mt Rd. Picked by Bell; moved a bit,Film type: Kodachrome Transparency,Camera setting: 10-@25 ∞ 8-11,Rich Mountain Road,,,,,still image,zxx,,Rich Mountain Road,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A747/datastream/TN/view/Rich%20Mountain%20Road.jpg,1953-10-22,1953-10-22,,,,,,,,,,
0012_000603_000348_0001,derris_716,derris:716,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A716,Transcribed from slide mount: Mt La conte [sp.] from Maloney Point; nix,Film type: Kodachrome Transparency,Camera setting: 45@25 on 45,"LeConte, Mount (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh86006260 | Coordinates: 35.65426, -83.43683","Maloney Point | Coordinates: 35.67454, -83.57405",,,,still image,zxx,,Mount Le Conte from Maloney Point,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A716/datastream/TN/view/Mount%20Le%20Conte%20from%20Maloney%20Point.jpg,1956-10-22,1956-10-22,,,,,,,,,,
0012_000603_000255_0001,derris_623,derris:623,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A623,Transcribed from slide mount: Closest object 6 ft.; Cades Cove,Film type: Kodachrome Transparency,Camera setting: 10@25 ∞ on 10,"Cades Cove (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85018626 | Coordinates: 35.60591, -83.78128",,,,,still image,zxx,,Cades Cove,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A623/datastream/TN/view/Cades%20Cove.jpg,1956-12-14,1956-12-14,,,,,,,,,,
0012_000603_000503_0001,derris_871,derris:871,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A871,,Film type: Kodachrome Transparency,,,,,,,still image,zxx,,White Trillium,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A871/datastream/TN/view/White%20Trillium.jpg,1968-04,1968-04,,,,White Erect Trillium,White Wakerobin,,,,,
0012_000603_000367_0001,derris_735,derris:735,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A735,Transcribed from slide mount: from Rich Mt Tower,Film type: Kodachrome Transparency,,"Dry Valley (Tenn.) | Coordinates: 35.6637, -83.78545",Rich Mountain Tower,,,,still image,zxx,,Dry Valley from Rich Mountain Tower,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A735/datastream/TN/view/Dry%20Valley%20from%20Rich%20Mountain%20Tower.jpg,1960-10-27,1960-10-27,,,,,,,,,,
0012_000603_000266_0001,derris_634,derris:634,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A634,Transcribed from slide mount: apples at Cherokee,Film type: Kodachrome Transparency,Camera setting: 8@25 ∞ on 8,"Cherokee Orchard (Tenn.) | Coordinates: 35.67732, -83.48461",,,,,still image,zxx,,Apples at Cherokee Orchard,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A634/datastream/TN/view/Apples%20at%20Cherokee%20Orchard.jpg,1958-10-29,1958-10-29,,,,,,,,,,
